case_id;activity;timestamp;resource
I00865;Compliance Check;2024-02-14 01:14:00;Finance_A
I00865;Approve Invoice;2024-02-14 06:00:00;Manager_2
I00865;Enter into ERP;2024-02-14 07:02:00;DataEntry_1
I00865;Execute Payment;2024-02-15 19:02:00;Finance_A
I00865;Archive;2024-02-15 19:31:00;DMS_System
I00866;Receive Invoice;2024-02-06 04:28:00;System
I00866;Register Invoice;2024-02-06 05:36:00;Clerk_C
I00866;Validate Invoice;2024-02-06 06:25:00;Clerk_C
I00866;Approve Invoice;2024-02-06 12:02:00;Manager_2
I00866;Enter into ERP;2024-02-06 13:45:00;DataEntry_2
I00866;Execute Payment;2024-02-09 14:45:00;Finance_A
I00866;Archive;2024-02-09 15:06:00;DMS_System
I00867;Receive Invoice;2024-02-29 00:38:00;System
I00867;Register Invoice;2024-02-29 01:48:00;Clerk_B
I00867;Enter Invoice Data;2024-02-29 02:44:00;DataEntry_2
I00867;Validate Invoice;2024-02-29 05:32:00;Clerk_B
I00867;Approve Invoice;2024-02-29 15:53:00;Manager_1
I00867;Enter into ERP;2024-02-29 16:16:00;DataEntry_1
I00867;Execute Payment;2024-03-03 20:16:00;Finance_B
I00867;Archive;2024-03-03 20:32:00;DMS_System
I00868;Receive Invoice;2024-02-16 07:05:00;System
I00868;Register Invoice;2024-02-16 07:27:00;Clerk_C
I00868;Enter Invoice Data;2024-02-16 08:02:00;DataEntry_2
I00868;Validate Invoice;2024-02-16 10:19:00;Clerk_C
I00868;Compliance Check;2024-02-16 10:42:00;Finance_B
I00868;Approve Invoice;2024-02-16 12:12:00;Manager_1
I00868;Enter into ERP;2024-02-16 13:33:00;DataEntry_1
I00868;Execute Payment;2024-02-17 18:33:00;Finance_B
I00868;Archive;2024-02-17 18:48:00;DMS_System
I00869;Receive Invoice;2024-02-15 01:37:00;System
I00869;Register Invoice;2024-02-15 01:43:00;Clerk_B
I00869;Validate Invoice;2024-02-15 03:47:00;Clerk_B
I00869;Approve Invoice;2024-02-15 11:53:00;Manager_2
I00869;Enter into ERP;2024-02-15 13:10:00;DataEntry_1
I00869;Execute Payment;2024-02-17 05:10:00;Finance_A
I00869;Archive;2024-02-17 05:20:00;DMS_System
I00870;Receive Invoice;2024-02-20 17:38:00;System
I00870;Register Invoice;2024-02-20 17:44:00;Clerk_D
I00870;Validate Invoice;2024-02-20 18:48:00;Clerk_D
I00870;Approve Invoice;2024-02-21 00:34:00;Manager_1
I00870;Enter into ERP;2024-02-21 02:22:00;DataEntry_2
I00870;Execute Payment;2024-02-22 14:22:00;Finance_B
I00870;Archive;2024-02-22 14:52:00;DMS_System
I00871;Receive Invoice;2024-04-28 00:42:00;System
I00871;Register Invoice;2024-04-28 01:07:00;Clerk_C
I00871;Enter Invoice Data;2024-04-28 01:28:00;DataEntry_1
I00871;Validate Invoice;2024-04-28 02:41:00;Clerk_C
I00871;Approve Invoice;2024-04-28 06:19:00;Manager_1
I00871;Enter into ERP;2024-04-28 08:02:00;DataEntry_1
I00871;Execute Payment;2024-04-29 05:02:00;Finance_A
I00871;Archive;2024-04-29 05:13:00;DMS_System
I00872;Receive Invoice;2024-03-23 06:25:00;System
I00872;Register Invoice;2024-03-23 06:32:00;Clerk_D
I00872;Validate Invoice;2024-03-23 09:53:00;Clerk_D
I00872;Approve Invoice;2024-03-23 13:36:00;Manager_1
I00872;Enter into ERP;2024-03-23 15:25:00;DataEntry_1
I00872;Execute Payment;2024-03-27 09:25:00;Finance_A
I00872;Archive;2024-03-27 09:49:00;DMS_System
I00873;Receive Invoice;2024-03-17 03:52:00;System
I00873;Register Invoice;2024-03-17 05:22:00;Clerk_A
I00873;Enter Invoice Data;2024-03-17 06:17:00;DataEntry_3
I00873;Validate Invoice;2024-03-17 07:00:00;Clerk_A
I00873;Approve Invoice;2024-03-17 14:47:00;Manager_1
I00873;Enter into ERP;2024-03-17 16:31:00;DataEntry_1
I00873;Execute Payment;2024-03-18 13:31:00;Finance_A
I00873;Archive;2024-03-18 13:55:00;DMS_System
I00874;Receive Invoice;2024-02-09 23:54:00;System
I00874;Register Invoice;2024-02-10 01:22:00;Clerk_A
I00874;Enter Invoice Data;2024-02-10 02:09:00;DataEntry_2
I00874;Validate Invoice;2024-02-10 05:30:00;Clerk_A
I00874;Request Info;2024-02-10 06:53:00;Clerk_A
I00874;Receive Info;2024-02-12 20:53:00;Vendor
I00874;Validate Invoice;2024-02-12 23:09:00;Clerk_A
I00874;Approve Invoice;2024-02-13 10:05:00;Manager_1
I00874;Enter into ERP;2024-02-13 11:15:00;DataEntry_1
I00874;Execute Payment;2024-02-16 20:15:00;Finance_B
I00874;Archive;2024-02-16 20:39:00;DMS_System
I00875;Receive Invoice;2024-03-04 04:47:00;System
I00875;Register Invoice;2024-03-04 05:16:00;Clerk_C
I00875;Enter Invoice Data;2024-03-04 05:32:00;DataEntry_2
I00875;Validate Invoice;2024-03-04 07:16:00;Clerk_C
I00875;Compliance Check;2024-03-04 07:34:00;Finance_A
I00875;Request Info;2024-03-04 08:02:00;Clerk_C
I00875;Receive Info;2024-03-07 08:02:00;Vendor
I00875;Validate Invoice;2024-03-07 11:02:00;Clerk_C
I00875;Approve Invoice;2024-03-07 22:40:00;Manager_1
I00875;Enter into ERP;2024-03-07 23:04:00;DataEntry_3
I00875;Execute Payment;2024-03-09 05:04:00;Finance_B
I00875;Archive;2024-03-09 05:15:00;DMS_System
I00876;Receive Invoice;2024-02-12 00:19:00;System
I00876;Register Invoice;2024-02-12 00:30:00;Clerk_B
I00876;Enter Invoice Data;2024-02-12 00:56:00;DataEntry_1
I00876;Validate Invoice;2024-02-12 04:16:00;Clerk_B
I00876;Approve Invoice;2024-02-12 05:45:00;Manager_2
I00876;Enter into ERP;2024-02-12 07:38:00;DataEntry_3
I00876;Execute Payment;2024-02-16 14:38:00;Finance_B
I00876;Archive;2024-02-16 14:43:00;DMS_System
I00877;Receive Invoice;2024-05-07 21:27:00;System
I00877;Register Invoice;2024-05-07 22:55:00;Clerk_A
I00877;Validate Invoice;2024-05-07 23:39:00;Clerk_A
I00877;Approve Invoice;2024-05-08 08:04:00;Manager_2
I00877;Enter into ERP;2024-05-08 08:59:00;DataEntry_1
I00877;Execute Payment;2024-05-11 05:59:00;Finance_A
I00877;Archive;2024-05-11 06:19:00;DMS_System
I00878;Receive Invoice;2024-02-22 14:09:00;System
I00878;Register Invoice;2024-02-22 14:38:00;Clerk_C
I00878;Enter Invoice Data;2024-02-22 15:36:00;DataEntry_1
I00878;Validate Invoice;2024-02-22 19:16:00;Clerk_C
I00878;Approve Invoice;2024-02-23 04:26:00;Manager_2
I00878;Enter into ERP;2024-02-23 06:02:00;DataEntry_1
I00878;Execute Payment;2024-02-25 06:02:00;Finance_A
I00878;Archive;2024-02-25 06:29:00;DMS_System
I00879;Receive Invoice;2024-02-12 08:42:00;System
I00879;Register Invoice;2024-02-12 09:21:00;Clerk_A
I00879;Validate Invoice;2024-02-12 11:43:00;Clerk_A
I00879;Request Info;2024-02-12 12:43:00;Clerk_A
I00879;Receive Info;2024-02-13 22:43:00;Vendor
I00879;Validate Invoice;2024-02-14 00:06:00;Clerk_A
I00879;Approve Invoice;2024-02-14 09:21:00;Manager_2
I00879;Enter into ERP;2024-02-14 10:12:00;DataEntry_3
I00879;Execute Payment;2024-02-18 12:12:00;Finance_A
I00879;Archive;2024-02-18 12:19:00;DMS_System
I00880;Receive Invoice;2024-03-05 06:04:00;System
I00880;Register Invoice;2024-03-05 07:07:00;Clerk_B
I00880;Enter Invoice Data;2024-03-05 07:37:00;DataEntry_1
I00880;Validate Invoice;2024-03-05 09:28:00;Clerk_B
I00880;Request Info;2024-03-05 10:18:00;Clerk_B
I00880;Receive Info;2024-03-07 12:18:00;Vendor
I00880;Validate Invoice;2024-03-07 13:49:00;Clerk_B
I00880;Approve Invoice;2024-03-07 18:42:00;Manager_2
I00880;Enter into ERP;2024-03-07 19:20:00;DataEntry_3
I00880;Execute Payment;2024-03-08 06:20:00;Finance_B
I00880;Archive;2024-03-08 06:28:00;DMS_System
I00881;Receive Invoice;2024-03-10 09:24:00;System
I00881;Register Invoice;2024-03-10 10:21:00;Clerk_D
I00881;Enter Invoice Data;2024-03-10 11:08:00;DataEntry_1
I00881;Validate Invoice;2024-03-10 14:17:00;Clerk_D
I00881;Approve Invoice;2024-03-11 00:43:00;Manager_2
I00881;Enter into ERP;2024-03-11 01:41:00;DataEntry_3
I00881;Execute Payment;2024-03-11 11:41:00;Finance_A
I00881;Archive;2024-03-11 11:58:00;DMS_System
I00882;Receive Invoice;2024-05-03 16:34:00;System
I00882;Register Invoice;2024-05-03 18:01:00;Clerk_A
I00882;Enter Invoice Data;2024-05-03 18:27:00;DataEntry_3
I00882;Validate Invoice;2024-05-03 18:53:00;Clerk_A
I00882;Approve Invoice;2024-05-03 22:13:00;Manager_2
I00882;Enter into ERP;2024-05-03 22:29:00;DataEntry_2
I00882;Execute Payment;2024-05-08 04:29:00;Finance_B
I00882;Archive;2024-05-08 04:57:00;DMS_System
I00883;Receive Invoice;2024-04-21 15:00:00;System
I00883;Register Invoice;2024-04-21 16:23:00;Clerk_A
I00883;Enter Invoice Data;2024-04-21 16:52:00;DataEntry_3
I00883;Validate Invoice;2024-04-21 17:46:00;Clerk_A
I00883;Approve Invoice;2024-04-22 02:04:00;Manager_2
I00883;Enter into ERP;2024-04-22 02:26:00;DataEntry_1
I00883;Execute Payment;2024-04-23 18:26:00;Finance_B
I00883;Archive;2024-04-23 18:56:00;DMS_System
I00884;Receive Invoice;2024-02-11 06:34:00;System
I00884;Register Invoice;2024-02-11 08:03:00;Clerk_B
I00884;Enter Invoice Data;2024-02-11 08:22:00;DataEntry_1
I00884;Validate Invoice;2024-02-11 10:55:00;Clerk_B
I00884;Compliance Check;2024-02-11 11:07:00;Finance_A
I00884;Request Info;2024-02-11 12:08:00;Clerk_B
I00884;Receive Info;2024-02-12 16:08:00;Vendor
I00884;Validate Invoice;2024-02-12 16:45:00;Clerk_B
I00884;Approve Invoice;2024-02-12 23:44:00;Manager_2
I00884;Enter into ERP;2024-02-13 01:22:00;DataEntry_2
I00884;Execute Payment;2024-02-17 15:22:00;Finance_A
I00884;Archive;2024-02-17 15:33:00;DMS_System
I00885;Receive Invoice;2024-03-17 15:43:00;System
I00885;Register Invoice;2024-03-17 17:04:00;Clerk_C
I00885;Validate Invoice;2024-03-17 19:47:00;Clerk_C
I00885;Approve Invoice;2024-03-17 23:00:00;Manager_1
I00885;Enter into ERP;2024-03-17 23:33:00;DataEntry_2
I00885;Execute Payment;2024-03-21 23:33:00;Finance_B
I00885;Archive;2024-03-21 23:59:00;DMS_System
I00886;Receive Invoice;2024-04-10 18:06:00;System
I00886;Register Invoice;2024-04-10 18:36:00;Clerk_B
I00886;Enter Invoice Data;2024-04-10 19:31:00;DataEntry_2
I00886;Validate Invoice;2024-04-10 20:54:00;Clerk_B
I00886;Enter into ERP;2024-04-10 21:56:00;DataEntry_1
I00886;Approve Invoice;2024-04-10 22:47:00;Manager_2
I00886;Enter into ERP;2024-04-10 23:41:00;DataEntry_1
I00886;Execute Payment;2024-04-15 18:41:00;Finance_B
I00886;Archive;2024-04-15 19:02:00;DMS_System
I00887;Receive Invoice;2024-02-01 22:07:00;System
I00887;Register Invoice;2024-02-01 22:34:00;Clerk_D
I00887;Enter Invoice Data;2024-02-01 23:08:00;DataEntry_1
I00887;Validate Invoice;2024-02-02 00:13:00;Clerk_D
I00887;Request Info;2024-02-02 01:47:00;Clerk_D
I00887;Receive Info;2024-02-02 23:47:00;Vendor
I00887;Validate Invoice;2024-02-03 01:50:00;Clerk_D
I00887;Approve Invoice;2024-02-03 13:22:00;Manager_1
I00887;Enter into ERP;2024-02-03 14:16:00;DataEntry_3
I00887;Execute Payment;2024-02-03 22:16:00;Finance_B
I00887;Archive;2024-02-03 22:36:00;DMS_System
I00888;Receive Invoice;2024-02-02 07:34:00;System
I00888;Register Invoice;2024-02-02 08:18:00;Clerk_D
I00888;Validate Invoice;2024-02-02 09:14:00;Clerk_D
I00888;Enter into ERP;2024-02-02 15:41:00;DataEntry_2
I00888;Approve Invoice;2024-02-02 16:16:00;Manager_1
I00888;Enter into ERP;2024-02-02 16:31:00;DataEntry_1
I00888;Execute Payment;2024-02-04 11:31:00;Finance_B
I00888;Archive;2024-02-04 11:40:00;DMS_System
I00889;Receive Invoice;2024-04-26 06:12:00;System
I00889;Register Invoice;2024-04-26 06:27:00;Clerk_A
I00889;Enter Invoice Data;2024-04-26 07:11:00;DataEntry_3
I00889;Validate Invoice;2024-04-26 07:53:00;Clerk_A
I00889;Approve Invoice;2024-04-26 09:41:00;Manager_2
I00889;Enter into ERP;2024-04-26 11:30:00;DataEntry_1
I00889;Execute Payment;2024-04-29 03:30:00;Finance_B
I00889;Archive;2024-04-29 03:50:00;DMS_System
I00890;Receive Invoice;2024-04-02 04:27:00;System
I00890;Register Invoice;2024-04-02 04:51:00;Clerk_D
I00890;Enter Invoice Data;2024-04-02 05:23:00;DataEntry_2
I00890;Validate Invoice;2024-04-02 09:04:00;Clerk_D
I00890;Approve Invoice;2024-04-02 17:52:00;Manager_2
I00890;Enter into ERP;2024-04-02 19:23:00;DataEntry_3
I00890;Execute Payment;2024-04-06 17:23:00;Finance_A
I00890;Archive;2024-04-06 17:45:00;DMS_System
I00891;Receive Invoice;2024-02-26 07:27:00;System
I00891;Register Invoice;2024-02-26 08:57:00;Clerk_B
I00891;Validate Invoice;2024-02-26 11:59:00;Clerk_B
I00891;Approve Invoice;2024-02-26 14:12:00;Manager_2
I00891;Enter into ERP;2024-02-26 15:50:00;DataEntry_3
I00891;Execute Payment;2024-03-02 01:50:00;Finance_B
I00891;Archive;2024-03-02 02:09:00;DMS_System
I00892;Receive Invoice;2024-02-16 15:35:00;System
I00892;Register Invoice;2024-02-16 16:16:00;Clerk_C
I00892;Enter Invoice Data;2024-02-16 16:59:00;DataEntry_3
I00892;Validate Invoice;2024-02-16 19:57:00;Clerk_C
I00892;Approve Invoice;2024-02-17 07:05:00;Manager_1
I00892;Enter into ERP;2024-02-17 08:10:00;DataEntry_3
I00892;Execute Payment;2024-02-21 12:10:00;Finance_A
I00892;Archive;2024-02-21 12:38:00;DMS_System
I00893;Receive Invoice;2024-03-18 20:25:00;System
I00893;Register Invoice;2024-03-18 20:32:00;Clerk_C
I00893;Validate Invoice;2024-03-18 23:04:00;Clerk_C
I00893;Approve Invoice;2024-03-19 07:47:00;Manager_2
I00893;Enter into ERP;2024-03-19 09:27:00;DataEntry_3
I00893;Execute Payment;2024-03-19 11:27:00;Finance_A
I00893;Archive;2024-03-19 11:34:00;DMS_System
I00894;Receive Invoice;2024-05-01 20:31:00;System
I00894;Register Invoice;2024-05-01 20:39:00;Clerk_C
I00894;Enter Invoice Data;2024-05-01 21:15:00;DataEntry_2
I00894;Validate Invoice;2024-05-01 23:46:00;Clerk_C
I00894;Approve Invoice;2024-05-02 07:39:00;Manager_2
I00894;Enter into ERP;2024-05-02 08:58:00;DataEntry_1
I00894;Execute Payment;2024-05-06 03:58:00;Finance_B
I00894;Archive;2024-05-06 04:22:00;DMS_System
I00895;Receive Invoice;2024-03-28 15:51:00;System
I00895;Register Invoice;2024-03-28 16:01:00;Clerk_B
I00895;Enter Invoice Data;2024-03-28 16:47:00;DataEntry_3
I00895;Validate Invoice;2024-03-28 20:19:00;Clerk_B
I00895;Approve Invoice;2024-03-29 01:35:00;Manager_2
I00895;Enter into ERP;2024-03-29 03:25:00;DataEntry_2
I00895;Execute Payment;2024-04-01 06:25:00;Finance_A
I00895;Archive;2024-04-01 06:55:00;DMS_System
I00896;Receive Invoice;2024-04-01 12:27:00;System
I00896;Register Invoice;2024-04-01 13:21:00;Clerk_C
I00896;Enter Invoice Data;2024-04-01 13:43:00;DataEntry_1
I00896;Validate Invoice;2024-04-01 17:30:00;Clerk_C
I00896;Approve Invoice;2024-04-01 23:05:00;Manager_2
I00896;Enter into ERP;2024-04-01 23:45:00;DataEntry_3
I00896;Execute Payment;2024-04-03 12:45:00;Finance_A
I00896;Archive;2024-04-03 13:00:00;DMS_System
I00897;Receive Invoice;2024-03-27 04:18:00;System
I00897;Register Invoice;2024-03-27 04:35:00;Clerk_C
I00897;Enter Invoice Data;2024-03-27 05:21:00;DataEntry_2
I00897;Validate Invoice;2024-03-27 08:41:00;Clerk_C
I00897;Request Info;2024-03-27 09:11:00;Clerk_C
I00897;Receive Info;2024-03-29 03:11:00;Vendor
I00897;Validate Invoice;2024-03-29 04:00:00;Clerk_C
I00897;Approve Invoice;2024-03-29 13:40:00;Manager_2
I00897;Enter into ERP;2024-03-29 15:34:00;DataEntry_3
I00897;Execute Payment;2024-04-01 04:34:00;Finance_B
I00897;Archive;2024-04-01 04:55:00;DMS_System
I00898;Receive Invoice;2024-04-08 21:19:00;System
I00898;Register Invoice;2024-04-08 22:21:00;Clerk_A
I00898;Validate Invoice;2024-04-09 00:32:00;Clerk_A
I00898;Request Info;2024-04-09 00:50:00;Clerk_A
I00898;Receive Info;2024-04-11 17:50:00;Vendor
I00898;Validate Invoice;2024-04-11 19:27:00;Clerk_A
I00898;Approve Invoice;2024-04-12 06:39:00;Manager_2
I00898;Enter into ERP;2024-04-12 07:05:00;DataEntry_2
I00898;Execute Payment;2024-04-15 19:05:00;Finance_B
I00898;Archive;2024-04-15 19:33:00;DMS_System
I00899;Receive Invoice;2024-02-29 19:29:00;System
I00899;Register Invoice;2024-02-29 19:39:00;Clerk_C
I00899;Validate Invoice;2024-02-29 23:20:00;Clerk_C
I00899;Compliance Check;2024-02-29 23:43:00;Finance_B
I00899;Approve Invoice;2024-03-01 03:51:00;Manager_1
I00899;Enter into ERP;2024-03-01 05:21:00;DataEntry_3
I00899;Execute Payment;2024-03-02 08:21:00;Finance_A
I00899;Archive;2024-03-02 08:46:00;DMS_System
I00900;Receive Invoice;2024-04-18 07:24:00;System
I00900;Register Invoice;2024-04-18 08:18:00;Clerk_B
I00900;Enter Invoice Data;2024-04-18 09:14:00;DataEntry_1
I00900;Validate Invoice;2024-04-18 12:31:00;Clerk_B
I00900;Compliance Check;2024-04-18 12:58:00;Finance_A
I00900;Approve Invoice;2024-04-18 20:28:00;Manager_1
I00900;Enter into ERP;2024-04-18 22:14:00;DataEntry_3
I00900;Execute Payment;2024-04-23 20:14:00;Finance_B
I00900;Archive;2024-04-23 20:35:00;DMS_System
I00901;Receive Invoice;2024-05-09 16:17:00;System
I00901;Register Invoice;2024-05-09 17:39:00;Clerk_B
I00901;Validate Invoice;2024-05-09 18:12:00;Clerk_B
I00901;Approve Invoice;2024-05-10 03:03:00;Manager_1
I00901;Enter into ERP;2024-05-10 04:13:00;DataEntry_2
I00901;Execute Payment;2024-05-11 01:13:00;Finance_A
I00901;Archive;2024-05-11 01:20:00;DMS_System
I00902;Receive Invoice;2024-02-19 07:27:00;System
I00902;Register Invoice;2024-02-19 07:46:00;Clerk_C
I00902;Enter Invoice Data;2024-02-19 08:21:00;DataEntry_1
I00902;Validate Invoice;2024-02-19 09:05:00;Clerk_C
I00902;Approve Invoice;2024-02-19 11:52:00;Manager_1
I00902;Enter into ERP;2024-02-19 12:09:00;DataEntry_2
I00902;Execute Payment;2024-02-21 17:09:00;Finance_B
I00902;Archive;2024-02-21 17:14:00;DMS_System
I00903;Receive Invoice;2024-05-09 20:50:00;System
I00903;Register Invoice;2024-05-09 21:43:00;Clerk_B
I00903;Validate Invoice;2024-05-10 01:08:00;Clerk_B
I00903;Approve Invoice;2024-05-10 02:26:00;Manager_1
I00903;Enter into ERP;2024-05-10 03:06:00;DataEntry_1
I00903;Execute Payment;2024-05-10 16:06:00;Finance_A
I00903;Archive;2024-05-10 16:16:00;DMS_System
I00904;Receive Invoice;2024-04-08 12:33:00;System
I00904;Register Invoice;2024-04-08 12:47:00;Clerk_D
I00904;Validate Invoice;2024-04-08 13:36:00;Clerk_D
I00904;Compliance Check;2024-04-08 13:55:00;Finance_B
I00904;Request Info;2024-04-08 14:03:00;Clerk_D
I00904;Receive Info;2024-04-11 11:03:00;Vendor
I00904;Validate Invoice;2024-04-11 13:59:00;Clerk_D
I00904;Approve Invoice;2024-04-11 23:16:00;Manager_1
I00904;Enter into ERP;2024-04-12 00:07:00;DataEntry_3
I00904;Execute Payment;2024-04-12 02:07:00;Finance_B
I00904;Archive;2024-04-12 02:20:00;DMS_System
I00905;Receive Invoice;2024-05-06 04:39:00;System
I00905;Register Invoice;2024-05-06 05:48:00;Clerk_D
I00905;Enter Invoice Data;2024-05-06 06:39:00;DataEntry_3
I00905;Validate Invoice;2024-05-06 07:11:00;Clerk_D
I00905;Approve Invoice;2024-05-06 14:22:00;Manager_1
I00905;Enter into ERP;2024-05-06 16:17:00;DataEntry_2
I00905;Execute Payment;2024-05-08 14:17:00;Finance_A
I00905;Archive;2024-05-08 14:27:00;DMS_System
I00905;Validate Invoice;2024-05-08 14:27:20;Clerk_D
I00906;Receive Invoice;2024-02-21 09:58:00;System
I00906;Register Invoice;2024-02-21 10:56:00;Clerk_D
I00906;Validate Invoice;2024-02-21 11:59:00;Clerk_D
I00906;Approve Invoice;2024-02-21 21:28:00;Manager_1
I00906;Enter into ERP;2024-02-21 22:31:00;DataEntry_2
I00906;Execute Payment;2024-02-24 03:31:00;Finance_B
I00906;Archive;2024-02-24 03:50:00;DMS_System
I00907;Receive Invoice;2024-03-18 18:42:00;System
I00907;Register Invoice;2024-03-18 18:55:00;Clerk_C
I00907;Enter Invoice Data;2024-03-18 19:54:00;DataEntry_1
I00907;Validate Invoice;2024-03-18 23:38:00;Clerk_C
I00907;Approve Invoice;2024-03-19 02:04:00;Manager_2
I00907;Enter into ERP;2024-03-19 03:40:00;DataEntry_1
I00907;Execute Payment;2024-03-20 16:40:00;Finance_A
I00907;Archive;2024-03-20 16:53:00;DMS_System
I00908;Receive Invoice;2024-05-09 20:55:00;System
I00908;Register Invoice;2024-05-09 22:25:00;Clerk_B
I00908;Validate Invoice;2024-05-10 00:42:00;Clerk_B
I00908;Approve Invoice;2024-05-10 04:09:00;Manager_2
I00908;Enter into ERP;2024-05-10 05:00:00;DataEntry_2
I00908;Execute Payment;2024-05-11 07:00:00;Finance_B
I00908;Archive;2024-05-11 07:10:00;DMS_System
I00909;Receive Invoice;2024-03-01 19:47:00;System
I00909;Register Invoice;2024-03-01 21:15:00;Clerk_B
I00909;Validate Invoice;2024-03-01 23:25:00;Clerk_B
I00909;Approve Invoice;2024-03-02 01:07:00;Manager_2
I00909;Enter into ERP;2024-03-02 02:20:00;DataEntry_3
I00909;Execute Payment;2024-03-04 15:20:00;Finance_A
I00909;Archive;2024-03-04 15:42:00;DMS_System
I00910;Receive Invoice;2024-04-08 19:53:00;System
I00910;Register Invoice;2024-04-08 21:22:00;Clerk_D
I00910;Enter Invoice Data;2024-04-08 22:09:00;DataEntry_1
I00910;Validate Invoice;2024-04-09 01:25:00;Clerk_D
I00910;Compliance Check;2024-04-09 01:45:00;Finance_B
I00910;Approve Invoice;2024-04-09 08:41:00;Manager_2
I00910;Enter into ERP;2024-04-09 09:41:00;DataEntry_1
I00910;Execute Payment;2024-04-14 06:41:00;Finance_B
I00910;Archive;2024-04-14 07:06:00;DMS_System
I00911;Receive Invoice;2024-02-01 12:49:00;System
I00911;Register Invoice;2024-02-01 14:13:00;Clerk_B
I00911;Enter Invoice Data;2024-02-01 14:25:00;DataEntry_3
I00911;Validate Invoice;2024-02-01 15:16:00;Clerk_B
I00911;Approve Invoice;2024-02-02 03:03:00;Manager_1
I00911;Enter into ERP;2024-02-02 05:03:00;DataEntry_2
I00911;Execute Payment;2024-02-03 09:03:00;Finance_A
I00911;Archive;2024-02-03 09:32:00;DMS_System
I00912;Receive Invoice;2024-04-27 05:56:00;System
I00912;Register Invoice;2024-04-27 07:05:00;Clerk_C
I00912;Validate Invoice;2024-04-27 08:02:00;Clerk_C
I00912;Compliance Check;2024-04-27 08:13:00;Finance_A
I00912;Request Info;2024-04-27 08:54:00;Clerk_C
I00912;Receive Info;2024-04-29 05:54:00;Vendor
I00912;Validate Invoice;2024-04-29 06:36:00;Clerk_C
I00912;Approve Invoice;2024-04-29 08:48:00;Manager_2
I00912;Enter into ERP;2024-04-29 10:30:00;DataEntry_1
I00912;Execute Payment;2024-05-01 18:30:00;Finance_A
I00912;Archive;2024-05-01 18:38:00;DMS_System
I00913;Receive Invoice;2024-03-21 18:19:00;System
I00913;Register Invoice;2024-03-21 19:19:00;Clerk_D
I00913;Validate Invoice;2024-03-21 22:21:00;Clerk_D
I00913;Approve Invoice;2024-03-22 05:57:00;Manager_1
I00913;Enter into ERP;2024-03-22 07:23:00;DataEntry_1
I00913;Execute Payment;2024-03-23 14:23:00;Finance_B
I00913;Archive;2024-03-23 14:29:00;DMS_System
I00914;Receive Invoice;2024-02-29 16:02:00;System
I00914;Register Invoice;2024-02-29 16:18:00;Clerk_D
I00914;Enter Invoice Data;2024-02-29 16:49:00;DataEntry_1
I00914;Validate Invoice;2024-02-29 17:42:00;Clerk_D
I00914;Request Info;2024-02-29 18:17:00;Clerk_D
I00914;Receive Info;2024-03-01 02:17:00;Vendor
I00914;Validate Invoice;2024-03-01 04:42:00;Clerk_D
I00914;Approve Invoice;2024-03-01 14:04:00;Manager_1
I00914;Enter into ERP;2024-03-01 15:38:00;DataEntry_3
I00914;Execute Payment;2024-03-05 08:38:00;Finance_A
I00914;Archive;2024-03-05 08:45:00;DMS_System
I00915;Receive Invoice;2024-03-21 16:26:00;System
I00915;Register Invoice;2024-03-21 17:15:00;Clerk_A
I00915;Validate Invoice;2024-03-21 19:49:00;Clerk_A
I00915;Approve Invoice;2024-03-22 01:50:00;Manager_2
I00915;Enter into ERP;2024-03-22 02:31:00;DataEntry_3
I00915;Execute Payment;2024-03-23 22:31:00;Finance_A
I00915;Archive;2024-03-23 22:38:00;DMS_System
I00916;Receive Invoice;2024-03-02 05:44:00;System
I00916;Register Invoice;2024-03-02 06:06:00;Clerk_B
I00916;Enter Invoice Data;2024-03-02 06:21:00;DataEntry_2
I00916;Validate Invoice;2024-03-02 07:05:00;Clerk_B
I00916;Request Info;2024-03-02 07:58:00;Clerk_B
I00916;Receive Info;2024-03-04 14:58:00;Vendor
I00916;Validate Invoice;2024-03-04 15:52:00;Clerk_B
I00916;Approve Invoice;2024-03-05 01:54:00;Manager_1
I00916;Enter into ERP;2024-03-05 02:52:00;DataEntry_3
I00916;Execute Payment;2024-03-08 12:52:00;Finance_A
I00916;Archive;2024-03-08 13:00:00;DMS_System
I00917;Receive Invoice;2024-04-07 00:32:00;System
I00917;Register Invoice;2024-04-07 01:39:00;Clerk_B
I00917;Validate Invoice;2024-04-07 03:58:00;Clerk_B
I00917;Approve Invoice;2024-04-07 09:28:00;Manager_2
I00917;Enter into ERP;2024-04-07 10:59:00;DataEntry_3
I00917;Execute Payment;2024-04-09 11:59:00;Finance_A
I00917;Archive;2024-04-09 12:08:00;DMS_System
I00918;Receive Invoice;2024-04-23 16:18:00;System
I00918;Register Invoice;2024-04-23 16:36:00;Clerk_D
I00918;Enter Invoice Data;2024-04-23 16:51:00;DataEntry_3
I00918;Validate Invoice;2024-04-23 19:41:00;Clerk_D
I00918;Approve Invoice;2024-04-24 02:58:00;Manager_1
I00918;Enter into ERP;2024-04-24 04:36:00;DataEntry_3
I00918;Execute Payment;2024-04-28 03:36:00;Finance_B
I00918;Archive;2024-04-28 03:48:00;DMS_System
I00918;Validate Invoice;2024-04-28 03:48:20;Clerk_D
I00919;Receive Invoice;2024-03-26 08:53:00;System
I00919;Register Invoice;2024-03-26 09:19:00;Clerk_B
I00919;Enter Invoice Data;2024-03-26 09:54:00;DataEntry_3
I00919;Validate Invoice;2024-03-26 12:18:00;Clerk_B
